country,title,university,url,members,summary
Russia,Masterpiece,Voronezh State University,https://www.atositchallenge.net/idea/masterpiece/,Maria Zhikhareva | Alexander Olferuk | Evgeniy Kashin | Nikita Pokidyshev,An iOS application that allows you to talk about art. The most significant difference from existing audio guides is that the interaction with the bot is presented in the form of a dialogue. This makes the process more natural and human-like.  The free form of the question-answering system provides a brand new option of interaction with an application.
India,AI Shopper,Mumbai University,https://www.atositchallenge.net/idea/ai-shopper/,Ankit Shaw | Swastika Thakur,"The idea is about using Artificial intelligence and Data Science to helps users find the best clothes that suits them as per their requirement and fits perfectly from thousands of product on online eCommerce websites as well as from brick and mortar showrooms that partner with our service.; all this using a very easy to use automated chat interface. 
Not only this ,  the user can also place their order right while chatting with the bot through online wallets.
The bot will not merely be a interface to fetch products and display on chat, rather  it will be an intelligent expert that will learn and grow as it's put to use and improve its service. It will be intelligent with its recommendations in order to give a personalized and rich experience to the user.
With the chat interface it can also be deployed on platforms like facebook messenger, telegram and from within the app the user can chat with the bot about buying new clothes.

From the businesses point of view this will help them provide a much professional and personalized experience to their customer. From the data generated they can recommend their customers clothes that the customer will like and end up buying. This will also increase the reach of brick and mortar showrooms.
Customer data and feedback will help in price optimization from seller side. This will help in implementing dynamic discount offering. It will help partners plan promotions for users.
"
India,Alfred,"Visvesvaraya National Institute of Technology, Nagpur",https://www.atositchallenge.net/idea/alfred/,Neel Palwankar | Zayan Shaikh,Alfred is an AI interface catered to make restaurants more efficient and automated while eliminating the possibility of human error.  The chatbot is designed to take meal orders and schedule their preparation. It enhances the customer experience using a customized and innovative mode of service while making the business model more economical and simple for the restaurant.  With a familiar and simple chat interface Alfred is always present at your table to service your requests. Alfred knows what you want like to eat based on your past orders and dietary requirements. Alfred will have the ability to have a touch interface for the user but most importantly will employ a chatbot to have a conversation and guide the customer through the entire restaurant experience. Alfred will result in a cheaper business model for the restaurants compared to hiring and managing waiters. With minimum hardware requirements for its implementation Alfred is extremely feasible for any restaurant. 
Kong,Speak for You Messenger,City University of Hong Kong,https://www.atositchallenge.net/idea/speak-for-you-messenger/,mei kuen shum | tsz in nip | ka chung yung,"A chatbot, which imitates your texting style, that can help you to maintain and enhance social network, meanwhile, help you to squeeze time out from texting.  The chatbot act as an add-on of messenger application. Whenever you need help to reply the trivial messages, it will do for you the chatting(social networking) on messenger application."
India,Bitcoin Service Bot.,National Institute of Technology Karnataka,https://www.atositchallenge.net/idea/bitcoin-service-bot/,Siddhanth Pillay | Siddhartha Chowdhuri,"In recent years, the popularity of Bitcoins has surged. Bitcoins have emerged as a currency for safe and secure transactions and has been considered as a good investment option by many.
Since the learning curve for bitcoin transactions is steep, we propose a chatbot which acts an interface between the user and the wallet.
The bot registers new users and logs in new users. It acts as a common gateway for transactions by helping users transfer bitcoins among themselves. The bot can also give us the balance by summing up the total transactions and provides a log of the latest set of transactions processed. 
We plan to use Amazon Lex as a service for our bot which uses Amazon Lambda as an interface between databases and the bot. The bot will be hosted on a server hosted by Amazon. 
We plan to deploy the bot across a wide section of websites like Slack, Facebook Messenger, and Amazon. 

"
Kong,DineOut,City University of Hong Kong,https://www.atositchallenge.net/idea/dineout/,Suhas YOGISH | Revanth BANALA NITHYANANDAM | Akash MALHOTRA | Jayant HARILELA,"With so many food options available in market today, deciding where to eat can be a hard decision. Moreover, the customization level of the existing food recommendation systems is not adequate. DineOut is a highly personalized food recommending smart chat-bot which would automate the process of finding new avenues to eat out and which can also help explore the user to explore the recipes of new dishes online, based on the past preferences of the user.  Further, chat bot would be able estimate the calorific value, and other health related features, of the prospective food items, so that users can make healthy food choices. The chat-bot plays an important role in understanding the main problems faced by people when searching for food, and rectifying these problems for a much more convenient user experience. Through the deep learning convolutional model, we can analyze all the food data and find variables meaningful to the end user."
India,Smart Retailing Using IOT,Mumbai University,https://www.atositchallenge.net/idea/smart-retailing-using-iot/,Santosh Kalange | Dipti  kadam | Asmita Mokal | Avinash Patil,"Internet of Things aims at integrating networked information systems to real world entities. It connects objects such as Smart Phones, Sensors with cloud where the data is store.
Now a Days inventory Management becoming more complex .The biggest problem faced by store owner is increased sales & reduced operational costs. With the help of this system owner can maintain inventory information also place the order of inventory.
	Customer can easily see the product information like expiry date, price, nutrients, etc. They can also see whether the product is available in the store or not. Customer can also share sales list to other as well as they get notification of offers.  

The main aimed of project is using IOT technology solve the real life problem face by retailer and customer using the android App. In proposed system retailers knows that quantity of products remains in market .Basis of that If product are less in quantity we send warning Message to retailers desk for refill the products or order the new one from vendor. By customers side there is app which will help to detect the product is available or not and if available then it show the actual price, nutrition, expiry date etc. related to that product which save the time of customer.
In Proposed system if the product are less in quantity then system give warning message to server or administrator and server receive the warning message and take action as per requirement. If Product are less then administrator refill it else give order for new product. 
It also give the map of the system which will help the customer to search the product and purchase it.
For customer also it give option like list, discount, which help  the customer to make list of product which want purchase by them also customer create their own list.
Administrator can have rights to add or remove product from supermarket. Which will update instantly in mobile application.

"
France,Jobia,ENSEIRB-MATMECA,https://www.atositchallenge.net/idea/jobia/,Camille El-Habr | Emilie Dao | Xavier Garcia | Jean-Loup Beaussart,"Jobia is a job interview simulator chatbot which will help you to prepare your professional interviews. Available on Facebook Messenger and on a dedicated website, Jobia can process your résumé and a job advertisement in order to guide the interview process. Once the simulation is over, Jobia provides advice to improve your future performance, therefore constituting a significant boost of self-confidence.

In addition, Jobia may propose at the end of each interview job advertisements from its partner companies, correlated to the area the user has applied for. Jobia will therefore offer visibility to both partners and candidates compatible to apply.

Jobia is free for all users, but also proposes paying features such as uploading the job advertisement.

This chatbot is the result of our collaboration for the Atos IT Challenge 2018. Our team is composed of 4 students in computer science from Bordeaux ENSEIRB-MATMECA engineering school, eager to improve our knowledge in artificial intelligence.
"
Senegal,GC Bot,Ecole Supérieure Polytechnique de Dakar,https://www.atositchallenge.net/idea/gc-bot/,Derguene Mbaye | Ibrahima Cissé | Mouhamed Zerbo,"In a country like Senegal, there is a high failure rate in the university. In 2017, this rate is estimated at 60% at the University Cheikh Anta Diop of Dakar (UCAD).
This high failure rate can be explained by the difficult working, accommodation and catering conditions faced by students. However, a very important fact is often forgotten : it is the choice of the orientation of the student.
Indeed, if for some the choice is clear, it is not the same for many others. Almost all students complete their studies without ever consulting a guidance counselor, while the latter can contribute directly or indirectly to the student's success in his transition to higher education.
That is why we want to create a bot, which can accompany the student along his school curriculum to guarantee him the best orientation possible.
This bot can be consulted at any time and will be able to take into account the changes of the student's decision.
"
India,E-stick with object recognition,Shri Vishnu Engineering College For Women,https://www.atositchallenge.net/idea/e-stick-with-object-recognition/,Pranuthi Guthikonda | Kalyani yarramsetti,"In this  a detailed study about the design of a E-stick with object recognition technology for visually challenged people is presented, which could be the replacement of the many devices available in the market for blind making the overall system smart and unique in its capabilities helping the blind travel with more convenient means of life. 
The system is used to assist blind by providing him information about
The approaching obstacle using a   RASPBERRY PI, a microcontroller in which the object recognition algorithm is implemented. . The coordinates of a path from a given source to a destination are identified by making use of a LPS (Local Positioning System) the information about the objects which are analyzed by the RASPBERRY PI is given in the form of audio using Bluetooth communication between the device and an earphone connected to the user.
 The LPS and Bluetooth module are interfaced with microcontroller to carry out the functions making it the central hub of the system.
   
"
India,To diminish the lead content flak on human which is incite by vehicles,Shri Vishnu Engineering College For Women,https://www.atositchallenge.net/idea/to-diminish-the-lead-content-flak-on-human-which-is-incite-by-vehicles/,Divya Shree Moka | Archana Palepu | Madhuri Lakshmi Jalluri | Harika Naga Venkata Durga Bhavani Nayudu,"During the past century, much has been learned about the adverse effects of lead on children. At high levels of acute exposure, lead attacks the brain and central nervous system to cause coma, convulsions and even death. Children who survive acute lead poisoning are typically left with grossly obvious mental retardation and behavioral disruption. At lower levels of exposure that cause no obvious symptoms. Tubular and glomerular kidney effects in Swedish women with low environmental cadmium exposure.By using lead detector we can detect the lead content containing in vehicles separated from the dust particles. If it exceeds threshold level it will detect or else it won’t detect. Many people are aware of the lead in petrol and are concerned about what effect it may have on the health of their family. The National Health and Medical Research Council has set an Australian National Goal for all Australians to have a blood lead level below 10 µg/dL (micrograms per deciliter). For every 10µg/dL of lead in the blood, experts agree, that a child is at risk of losing between 2-3 IQ points. Once taken into the body, lead distributes throughout the body in the blood and is accumulated in the bones. Depending on the level of exposure, lead can adversely affect the nervous system, kidney function, immune system, reproductive and developmental systems and the cardiovascular system.  Lead exposure also affects the oxygen carrying capacity of the blood.  The lead effects most commonly encountered in current populations are neurological effects in children and cardiovascular effects (e.g., high blood pressure and heart disease) in adults. Infants and young children are especially sensitive to even low levels of lead, which may contribute to behavioral problems, learning deficits and lowered IQ. The majority of larger lead particles (still extremely small) will fallout within 30 meters from a busy road. The smaller ones can travel kilometers or even end up circling the earth. This prototype substitute significant reductions of all pollutants from diesel engines, and will continue to reduce these pollutants in the future.
"
India,Money Talks,Sardar Patel Institute of Technology,https://www.atositchallenge.net/idea/money-talks/,Shubham Dalvi | Akshay Shah | Saurav Punalekar | Suyog Tambe,"Money Talks - A Chat bot Based Mobile Wallet

An application which encapsulates all the E-wallet based features into a Chat-bot. Which adds simplicity to the user while carrying out transactions.  
The Chat-Bot can be accessed in-app or can be accessed via the Floating Widget Chat-Head which remains on the Home Screen even if the Application is closed.
Money Transactions  can be carried out via the Chat-Bot interactively. 
Includes features such as: sending money, checking wallet balance, getting transaction details of a particular time period or of a specific person."
India,Road Point Sensors,jntuk,https://www.atositchallenge.net/idea/road-point-sensors/,Srivalli Chandana | Haneesha Jalluri | Srikanth Padmanabhuni | Manikanta Devanaboyina,"The main aim of idea Road Point Sensors is to reduce the road side accidents which are happened by the vehicles which are moved with high speed. Now-a- days the road accidents are become common in all the countries. The main reason for those accidents is awareness. People didn’t realize when the accident occurs and how they were treated with a first aid. Our idea tries to bring the solution for this problem.
From the past years there is a huge change in the technology. Once again this developed technology has come with the solution with the above problem.  The idea is purely based on the IOT (Internet-Of-Things).
 The main objective of this idea is to setup the sensors and GPS tracking camera on the distance indicators on roads to track the vehicles which are moving with a high speed. When the sensors track the vehicle it will send the information to near conducted security offices to stop the vehicle and send the alert messages to road side people and foot path people. The alert message will be send in either voice message via speakers or send the information with the humans who are worked in the security offices. The security offices are maintained at every 10 or 15 km distance. 
This will aware the people for to avoid the accidents. When this idea come with the people this will definitely reduce the accidents.
Even though this idea will give the notifications to the other vehicles on the roads.
"
India,Farmer assist,B V Raju Institute of Technology,https://www.atositchallenge.net/idea/farmer-assist/,Saikiran Kote | Murali Vijay K | DILIP KUMAR KAVITI | Prathyusha Kamineni,"My idea is to make a solar powered robot that is placed in agricultural fields, poultry or any other animal farms to assist farmers  about the conditions in the field  or farms. This robot assists the owner about what's happening in the farm  when he is  not  present at the farm and  also guides him about the conditions in it . Some more features may also be implemented if possible. But I'll need to research about the problems they face and think about some feasible ways to solve them."
India,RAILWAY CROWD MANAGEMENT,Mumbai University,https://www.atositchallenge.net/idea/railway-crowd-management/,Sean Pereira | Crispin Lobo | Jyoti Singh | Divya Sawant,"The advent of mass transit systems like Surburban rail, Metro , Monorail and various other public based transport have generated the need of Crowd Management. Hence, there is a need of an efﬁcient system for Crowd Density Detection and Management . The primary problem this paper seeks to solve is to provide the user an intelligent Chatbot to keep a tab of Crowd Density Status in Rail Compartments of the approaching trains and FootOverBridges(FOBs) and the ChatBot also advices the users, as to which bridge and compartment they can take so as to prevent over crowding. The user can also use the bot to get the information about approaching train status on platforms and also to track Crowd density at booking counters. This problem is solved by using an Artificial Intelligence(AI) based system . An Image Processing Module is used for crowd and luggage detection. The amount of luggage, no. of adults and children thus detected are then compared to the preset threshold value for each of these parameters and hence our Neural network is trained to take appropriate decision. After comparison, the data is sent to the Bot through which the users can come to know the Crowd Density Status in Compartments and FOBs. Thus, redirecting them and preventing overcrowding. (For further details  and Understanding PLEASE refer the  attached PDF document  -Crowdies.pdf)."
Poland,Level1 Support via Chatbot,Military University of Technology in Warsaw,https://www.atositchallenge.net/idea/level1-support-via-chatbot/,Piotr Buler | Gabriela Zielińska | Patrycja Mirkowska | Patryk Ostrowski,"Do you remember when you forgot your password for the first time and you could not to log-in to your organisation's portal? There are lots of examples to point out all organisations need sometimes help or support.  Level 1 support you can usually contact via email or phone number. The latter way is sometime faster, but you need to wait until the agent picks up your call. That great when you successfully resolved your small issue and that helped you to finish your job in time. 

We want to allow End-users to contact Level 1 support via their favourite communicator instead -  easily and quick using Chatbot technology. No more waiting for response and hanging on the phone to reset your password in the middle of the night. Chatbot technology that we want to use can operate the knowledge base and reply to your message in the communicator in seconds. No more business hours to be your limitation in quickly accessible Level 1 support.
"
India,Rough Terrain Beetle Robot,Shri Vishnu Engineering College For Women,https://www.atositchallenge.net/idea/rough-terrain-beetle-robot/,Bhoomika Puchakayala | Haritha Rudraraju,"Generally   some of the risky and various tasks cannot be done by human. Thus there is need for change in present era. So, robot can be a good and effective option for risky purposes. Robot plays various roles in different fields of industries, medical, colleges, home appliances and military and defence. The proposed work is to design and develop a rough terrain beetle robot. Now a day’s robot’s comes in the market works on a simple terrain while we are on a project which works on plain surface as well as rough surface such as forest, hilly and rocky areas. In this project we are focusing on the use of rough terrain robots instead of using other simple robots. This project   also presents an automatic robot which uses different technologies like Infrared sensor, PIR sensor etc. and this paper proposed a low voltage power supply, low cost and wireless robot which is controlled using AVR microcontroller."
India,Speaking AI Geo Assistant,aktu,https://www.atositchallenge.net/idea/speaking-ai-geo-assistant/,OM . | Vainkatesh Kashyap | Paras Ahuja | Rohit Chaudhary,"Regional Council Developmental Planning and Monitoring App.

A mobile application based project which enables a person to interact with an Augmented Reality Based AI System. The System will help a person monitor a Regional/ Municipal/ City/ Town Council for the purpose of the development planning and analysis in the region. This  app will use voice enabled AI system that will help a person get information about the area and facilities available in the region and also the facilities that are lacking. It will give suggestions for new projects and establishments using the Machine Learning technique. It will also predict the upcoming threats in the social, ecological and economic domain using Geographical Information System and ML. The Augmented reality will help the user recognize the region while navigating using a GPRS navigation system integrated with AR. It can also be used for Infrastructure development in village, town and remote areas where there are less facilities available. Since we're using AR and AI (using regional language ), our app will be so user friendly that even an illiterate can use it."
India,FINANCIAL ADVISOR BOT,Mumbai University,https://www.atositchallenge.net/idea/financial-advisor-bot/,Saim Shaikh | Deval Shrivastava | Priyank Shah | Omkar Joshi,"A lot of people in our  country are interested in entering the financial world by investing their hard earned money.But as we all know the financial world is very complicated, this deters a lot of would be investors in making their first investment.What we aim to do is to make this process easy and streamlined so that even a first time investor feels at home.
We aim to provide easy to grasp financial details in in a conversational manner.Just like a “human” financial advisor we will provide the user with accurate investment advice and predictions.
The predictions will be backed by a robust algorithm which will take into consideration not only the current company and market trends but also the current news based trends which may affect the stock prices.All in all our bot will provide a go to solution for all the users financial investments.
"
India,Chat-Bots to save lives,RMD Engineering College,https://www.atositchallenge.net/idea/chat-bots-to-save-lives/,Likitha rani P | Kavinaya A | Nandhini K,"The idea behind the project is the collaborative use of Artificial intelligence and chatbots to save human lives by effective utilization of the currently existing technologies and  including few additional features .
It uses GPS tracker to track the location and if the user is in any remote or arid region where we cannot track the GPS system, we can track the user by using the cellphone towers .By using this cellphone towers we can detect the location. It uses the location based services to track the location. By using this LBS it sends the information to the nearby hospitals .Then it can immediately send the ambulance based on this data. Thus the lives of the human can be saved. It uses the Chat-Bots to give aids to the patient. It provides service continuously and keeps the interaction between the doctor and the patient.Then it can save lives. Hence it reduces risk in critical and emergency situations. "
India,browse.ai,"Indian Institute of Technology, Roorkee",https://www.atositchallenge.net/idea/browse-ai/,Ujjawal Prasad | Harjot Singh | Karan Desai | Hardik Chauhan,"An AI-powered mobile browser which answers questions related any document currently loaded in the browser.
There are a lot of unstructured news articles present online with attractive headlines and the content not delivering to reader’s expectations, ultimately leading to wastage of time and an unsatisfied user experience. Also, every user wants to read some specific part and not the whole article.

Our Solution: In order to tackle this we are giving a new dimension to news article reading wherein the user can directly speak out his questions and the application will directly point out to the required answer. In the context of any particular article reading, the user generally comes up with very similar queries.  In order to address this, we would generate some real time most expected questions for that article(FAQ) for the user to click and directly view the answer to it."
Taiwan,YummyBot,National Central University,https://www.atositchallenge.net/idea/yummybot/,Chia-Chun Wu | Li-Jin Huang | Pei-Zhen Guo,"        We will create a website with a lot of information of restaurants and let the user can use the message to order food or make the reservation. For the owners of the restaurants, they can upload their menus, manage their booking or reservation from customer or browse the rating of their restaurant from customer. Users can chat with the chat bot and the bot will know the intention of user, such as making a reservation, obtaining information, getting the recommended information or booking a takeaway meal.
        Users can through the website to find their favorite restaurants or browse the menus or rate the restaurants. We will add the recommendation system to the website. Users can mark a restaurant or meal according to their preference, and we will recommend restaurants or meals that the user may be interested from those labeled information.
    YummyBot is the platform that can give the user easy to get the information ,order the meal and make the reservation.Also if we need more detail we can have the message with the restaurant directly.
"
Brazil,IME Doc,Instituto Militar de Engenharia (IME),https://www.atositchallenge.net/idea/ime-doc/,Franciso Amauri Santos Nascimento | Marcelo Henrique Pillonetto | Matheus Shiraga Rasera | felipe reyel feitosa de sousa,"The main purpose of our chatbot AI is to provide a foreword on medical diagnosis. Through evaluation of  simple data inputs and deep learning, the AI will be able to identify the medical area of the pacient's supposed disease. To do so, it will gather the users information through a fluid conversastion where it will ask simple questions to the user and then process the answers. Then, it will feed this preemptive evalution to the user's health care system, directly contacting any medical professional capable of promptly attending to the user's needs considering the distance between the doctor and the user. This will help speed up the hospital screening process and, consequently, the treatment and diagnosis of critical diseases, such as Airborne Virosis and Meningites, deadly pathological states that act rapidly, but are often overlooked due to symptons similar to common flu. The AI will be capable of detecting wich medical area should the user enter in contact and the probable disease."
India,College Info  Chat Bot,"VIT UNIVERSITY, VELLORE",https://www.atositchallenge.net/idea/college-info-chat-bot/,Sriram Iyer | Shubham Verma,"The Summary of the idea is to build something which gets the job done and can be later on scaled up to perform complex task.
We have planned to design a Chat bot which serves as an Information kiosk for the students in a particular academic block of our college.
The system will be able to solve and understand basic user queries regarding faculties in the block or the classes in present in the block. It will be a assistant to all the new group of students who will be seeking directions to their classes or faculty cabins.
What we are trying to do with it is get incorporate AI in the system by having natural language processing and better sound localisation and a enhanced machine interaction system..
The system will have a Linux background and would involve a lot of machine learning algorithms. It would have a voice user interface.

"
Malaysia,AgroBot,Asia Pacific University of Technology and Innovation,https://www.atositchallenge.net/idea/agrobot/,Darshanrao Kantharow | Amresh Chetty Annan | Nik Shafiq Sirhan Nik Kamaruzaman | Marcus Chen,"AgroBot, the chatbot A.I that will help farmers in the future in terms of planning and executing any plantations beforehand to help reduce loses and risks taken by the farmers and to ensure that the farmers obtain optimum profit from the estimated budget given to them by the AgroBot. The AgroBot is designed to aid farmers who are not very experienced and lack expansive knowledge in the field of farming, mainly newer farmers, by providing them with sufficient information and advice to put them on the right path so that they will not have major losses by having to play the guessing game when it comes to deciding on crops and the many factors needed to be considered when beginning a plantation. The AgroBot will be able to help lower the burden an aspiring farmer has and ease their load when it comes to starting their crop plantation. Business people such as the service providers, plantation companies and investors will also taste the benefits of the usage of this chatbot because of the service and supply of requirements to farmers. This ensures the whole system which includes the end-users (farmers) and the business side of society gain benefits which will allow the country to grow in their agricultural domain."
India,Recipe Master,JNTU-HYDERABAD,https://www.atositchallenge.net/idea/recipe-master/,Mahinnisa Begum Mogal | Supriya Reddy Kovvuri,"Recipe Master is a ChatBOT application, which responds with different recipes when the user specifies all the ingredients present in the refrigerator or kitchen. The bot helps people to cook quick recipes when in hurry. The bot also suggests the substitutes which a person can replace with other items, including the nutritional information of each item. It is a human-friendly bot, a person can free up his/her mind upon having a friendly chat with the bot."
Philippines,THOMAS the Fraubot,University Of Santo Tomas,https://www.atositchallenge.net/idea/thomas-the-fraubot/,Kyle Edward Escosia | Ezekiel David | Ian Louise Sentina | John Cedric Custodio,"Technology has significantly improved over the past century.  It has allowed users to increase level of convenience when it comes to business transactions.  Most people can easily transact online with ecommerce and even on physical store purchases.  This was made possible with the use of electronic money and credit cards.    
Alongside with the rise of the technology, risks have also increased.  Fraudulent transactions have been considered to be one of the most significant risks with the use of technology for purchases.  Fraud has been a consistent pain for the users and corporate businesses alike, for the past years.  This causes massive loss of money for both consumers and businesses.  The most common activities involving fraud include, but not limited to the following:
websites posing to be legitimate stores
purchases requiring continuous subscription fees and premium payments without the knowledge of buyer
valid purchases done from stolen credit card
online transfer of electronic money from existing bank accounts
valid transactions to aid money laundering 
In order to mitigate the risks and incidents of such scenarios, banks have been doing, mostly, manual, verification to the customers.  Usually, business thresholds are set in terms of customer’s buying behavior or amount of purchase, then banks do their verification over the phone by calling the customer.  One limitation of this however is when verifiers are already outside of working business hours which sometimes gives opportunity to fraudsters to commit their deed.  Also, customers experience the difficulty of disputing fraud transactions if these were not reported or addressed immediately.  It usually takes weeks and even more than a month to prove and reverse fraud transactions.
Given the strong need to prevent fraudulent activities, the team has conceptualized to create a chatbot that has a capability to do educated and well-calculated verification with the user.  The user will have little to no means to notice that this is a bot that they are chatting to.  Such automated verification will prove to have very significant benefits to both users and banks. Details are further discussed in detail on the description of the idea."
Philippines,Medibot,University Of Santo Tomas,https://www.atositchallenge.net/idea/medibot/,Rachel Monique Tumulak | Brian Paul Crisostomo | Jonas Vincent Samson | Jean Philip Juachon,"Diseases and various disorders have always been part of human lives, and humanity is always in pursuit in finding cure and treatments for such disorders.  This is where doctors and other medical professionals come into the picture.  And for them to be able to give appropriate treatment, it is therefore imperative to make accurate and precise diagnosis.  

Technology, on the other hand, has been continuously improving at a very rapid rate.  This allows people to be able to do something with convenience.  By being able to use technology, efficiency of services and processes has improved significantly, allowing businesses to serve more customers and therefore, increases profitability.

Artificial intelligence and chatbots has always been a very interesting part of technology.  This has served more people in a more “natural” way, allowing human-like communications without the physical need of a person to do the actual communication.  This field of knowledge is very helpful in initial interaction and data gathering from system users.  By integrating this with the help of machine learning, system accuracy is further increased by allowing the system to use historical data to search patterns to help the system make a decision similar to an actual human being

Given the benefits that can be achieved with technology, the team has considered an idea of applying technology on the field of medicine which is to assist doctors in performing medical diagnosis.  The team understands that doctors’ physical diagnosis is still irreplaceable but by applying AI and Chatbots, it will make the initial data gathering phase to be automated and much more efficient, saving time for the doctors and help them focus on actual diagnosis.  It would also be a great way suggest to doctors an initial list of highly probable diseases based on initial inputs, and therefore helping them to prioritize which further tests needs to be done to rule out diseases and make much more accurate diagnosis earlier.  On the user standpoint, it is also much easier for the user, if a system can be able to find and recommend suitable doctors for the possible disease or disorder that the patient experiences. Things will be much more simpler and easier for both patients and doctors.

Therefore, the group proposes a Chatbot system, which the team would like to call “Medibot,” that allows assisted medical diagnosis with capabilities for bridging the patient to doctors."
India,Navigatio,Pune university,https://www.atositchallenge.net/idea/navigatio/,Ravi Raj | Varad Bhatnagar | Tanya Saroha | Kshitij Chaurasiya,"It must have happened quite a few times that you’ve gone to an unknown city and cluelessly wandered about taking help of Google Maps and whatever you can find on the internet. Asking people questions/directions / hotel recommendations but getting blank faces in response because you don’t know the native language and they don’t know yours. 

The sense of helplessness and confusion that prevails is extraordinary.

Now imagine a chatbot with which you can interact right at the airport or the railway station and get all your queries about that place answered. It would be very convenient to know what hotel suits your budget, what restaurant suits your taste and what medium is the best way to travel.

Introducing Navigatio! Your travel partner. Now seamlessly travel or shift from one city to the other with Navigatio’s help. You can get information about amenities like cab service, mobile service, hotels and restaurants at the touch of a button.
"
Senegal,KIMIKAA_BOT,Ecole Supérieure Polytechnique de Dakar,https://www.atositchallenge.net/idea/kimikaa_bot/,Elisée Othniel AMEGASSI | Ginette HOUNKPONOU | Kayi Nina Claude AKOLLY,"Programming seems a real headache for novice developers and for some amateurs who lack support.. The ideal is to have a practical coach in this case who teaches but also analyzes and corrects or validates in real time the piece of code. The challenge is to find this coach who holds your hand and guide your first steps  in the world of programming.
Instead of a physical person we offer a chatbot with artificial intelligence, who acts like a programming expert that will help users in the code editor.
KIMIKAA_BOT is a chatbot integrated to a code editor like a plugin which analyzes the user's code in real time and makes suggestions and gives him information to improve the way he codes. The plugin integrated with a code editor aims to guide the programmer in his work. He will answer all programming questions and provide guidance on appropriate techniques."
India,archiBOT,PES University,https://www.atositchallenge.net/idea/archibot/,Sai Rohit S | Varun Ranganathan | Vishwas Sathish,"Meet your one stop interior designer.

How would it be if your designer could actually show you how your hall or your room
would look immediately after you tell it what it needs? Adding to that, how would it be if it could patiently try out all the various combinations of colours and furniture placements?
Well archiBOT is your all in one package for this. Talk to the bot, tell it your specifications and then watch your friend give you an image of what you asked for.

Why?

Capitalizing on the need for someone to patiently listen to you while you try out all the million combinations of designs for your house.

How?

By listening to all your specifications, that someone would give you how what you imagined would actually look like after implementation.an actual image of what you put in words.

Being able to directly connect to retail stores and submit the design and the specifications to them. To be able to get a price quote for the same. To make sure that they get in touch with you.

"
Philippines,Hospital Mobile Receptionist,Far Eastern University - Institute of Technology,https://www.atositchallenge.net/idea/hospital-mobile-receptionist/,David Sumaoi | Pierre Edwin See Tiong,"A mobile chat bot receptionist that will ask the person's  symptoms  and will queue them to the nearest and less queued hospital in the area that caters the patients' problem. We will also apply machine learning algorithms in the system to get the right department on where they will be queued. With the side of the patient, they will not be queued based on FIFO basis but also with their urgency. With the doctor, they will check if the patient really was sent to the right department and if not, the doctor will correct it thus teaching the system at the same time.

Also, this application has a panic button during emergencies so that an ambulance can be deployed immediately., in order to determine the hospital that will deploy the ambulance, we will determine the nearest hospital in the area as well as the less queued one. 

"
Netherlands,Adam Smith bot,Stenden Hogeschool,https://www.atositchallenge.net/idea/adam-smith-bot/,Randy Dijkshoorn | Joris Rietveld | Jeroen Wind,"The Adam Smith bot is a program that uses machine learning to look at a country's financial situation and uses all the available data to design the best economic policy for that country. It is meant for governments around the world help them with their economy and the citizens welfare. The Adam Smith bot will be a prime example of what AI will be, it augments human computing abilities to help humanity into a brighter and richer future. It will use a mix between linear regression and a Markovian model to write the policy based on the preferred investments, preferred amount of loans, the countries population etcetera. This program will most likely be used by governments banks and economists  to help them maximize their economic value."
Philippines,UST-IICS Messenger Chatbot,University Of Santo Tomas,https://www.atositchallenge.net/idea/ust-iics-messenger-chatbot/,Aldrin Dimaculangan | Romesias Kristu Dorado | John Ezra Paz | James Neil Tucay,"Ever since its establishment, the Institute of Information and Computing Sciences continues to be one of the most competitive institutions in the University of Santo Tomas. Although one of the more recent educational schools to be certified, only having been declared as an institute in 2014, the IICS has quickly risen to be one of the university’s sectors that has the highest number of officially enrolled students. Besides providing quality education to Information Technology, Information Systems, and Computer Science students, another the institute is also dedicated in servicing the students in various ways such as the processing of both academic and non-academic student transactions. The IICS office manages these businesses from the three abovementioned departments.

The UST-IICS Messenger Chatbot will change the way IT, CS, and IS Thomasians find out professors' schedule, follow-up submitted requirements, and ask as much school-related questions they can think of, using the chatting platform of the social media site almost everybody uses these days: Facebook.
"
Kong,Techer,Hong Kong University of Science and Technology,https://www.atositchallenge.net/idea/techer/,Hon Lam Leung | Man Ching Lam,"Techer, the combination of ""technology"" and ""teacher"", is an app which makes use of Artificial Intelligence and chatbot to act as a virtual tutor for primary and secondary school students. Students can record or input their quires into the app. The app will then be able to generate answers. Natural Language Processing (NLP) and voice analytics will be used to analyze the inputted queries. The ""knowledge"" of the virtual tutor is trained up by machines learning. We will cooperate with publishers of teaching materials. They can provide us with learning materials, which can then be used for machine learning as training sets. Also, the app will be in the form of decentralized blockchain. The project can help to help students reaching a teacher at 24/7/365 with ease. We will begin the project in Hong Kong as there is a huge demand for private tutoring. The project will be expanded all over the world to enhance the learning experience of students globally. "
India,Strapp,B V Raju Institute of Technology,https://www.atositchallenge.net/idea/strapp/,Anvitha K | Saikiran Kote,The idea is to make an app  for the safety of women using voice recognition.
